,0
2016-01-21 14:05:00,876259.6226800003
2016-01-21 14:10:00,874261.6226800003
2016-01-21 14:15:00,876691.6226800003
2016-01-21 14:20:00,880957.6226800003
2016-01-21 14:25:00,882847.6226800003
2016-01-21 14:30:00,880363.6226800001
2016-01-21 14:35:00,879121.6226800001
2016-01-21 14:40:00,879013.6226800001
2016-01-21 14:45:00,886519.6226800001
2016-01-21 14:50:00,885331.6226800001
2016-01-21 14:55:00,886843.6226800001
2016-01-21 15:00:00,886789.6226800001
2016-01-22 09:35:00,879283.6226800001
2016-01-22 09:40:00,878527.6226800003
2016-01-22 09:45:00,877987.6226800003
2016-01-22 09:50:00,880471.6226800003
2016-01-22 09:55:00,883009.6226800003
2016-01-22 10:00:00,882469.6226800003
2016-01-22 10:05:00,881605.6226800003
