,日期,开盘,最高,最低,收盘,成交量,code
0,2023-10-20,0.0073,0.0103,0.0068,0.0093,13419146,10006140
1,2023-10-23,0.0095,0.0173,0.0088,0.0146,40107448,10006140
2,2023-10-24,0.0133,0.0158,0.0094,0.0099,28749368,10006140
3,2023-10-25,0.0078,0.0078,0.0053,0.0068,11604768,10006140
4,2023-10-26,0.0075,0.0075,0.0047,0.0047,1126920,10006140
5,2023-10-27,0.0052,0.0054,0.0027,0.0028,1464192,10006140
6,2023-10-30,0.0032,0.0032,0.0022,0.0025,362115,10006140
7,2023-10-31,0.0026,0.0029,0.0025,0.0025,418056,10006140
8,2023-11-01,0.0022,0.0028,0.0022,0.0025,285438,10006140
9,2023-11-02,0.0021,0.0026,0.0019,0.0026,624299,10006140
10,2023-11-03,0.0023,0.0025,0.0016,0.0017,287373,10006140
11,2023-11-06,0.0015,0.0015,0.001,0.0011,198623,10006140
12,2023-11-07,0.0011,0.0013,0.001,0.0012,65358,10006140
13,2023-11-08,0.0012,0.0014,0.001,0.0013,194052,10006140
14,2023-11-09,0.0011,0.0014,0.001,0.001,88037,10006140
15,2023-11-10,0.0012,0.0015,0.0011,0.0014,70611,10006140
16,2023-11-13,0.0013,0.0016,0.0012,0.0013,45410,10006140
17,2023-11-14,0.0011,0.0012,0.0009,0.0012,99735,10006140
18,2023-11-15,0.0009,0.0009,0.0006,0.0007,58964,10006140
19,2023-11-16,0.0007,0.0012,0.0006,0.0012,35425,10006140
20,2023-11-17,0.0012,0.0014,0.001,0.001,100552,10006140
21,2023-11-20,0.001,0.001,0.0006,0.0007,57468,10006140
22,2023-11-21,0.0005,0.0007,0.0005,0.0006,179419,10006140
23,2023-11-22,0.0006,0.0008,0.0005,0.0007,59776,10006140
24,2023-11-23,0.0004,0.0009,0.0004,0.0005,202542,10006140
25,2023-11-24,0.0002,0.0006,0.0002,0.0005,71315,10006140
26,2023-11-27,0.0007,0.0012,0.0006,0.0006,654481,10006140
27,2023-11-28,0.0007,0.0009,0.0003,0.0003,43989,10006140
28,2023-11-29,0.0004,0.0009,0.0004,0.0007,51203,10006140
29,2023-11-30,0.0004,0.0008,0.0004,0.0006,171481,10006140
30,2023-12-01,0.0004,0.0013,0.0004,0.0005,415625,10006140
31,2023-12-04,0.0006,0.0008,0.0005,0.0008,53657,10006140
32,2023-12-05,0.0006,0.0045,0.0006,0.0045,3101686,10006140
33,2023-12-06,0.004,0.0046,0.0019,0.0028,6627949,10006140
34,2023-12-07,0.0031,0.0042,0.0015,0.0023,26650871,10006140
35,2023-12-08,0.002,0.0023,0.0013,0.0015,1504422,10006140
36,2023-12-11,0.0028,0.0033,0.0009,0.0012,4797670,10006140
37,2023-12-12,0.0012,0.0013,0.0006,0.0006,1140131,10006140
38,2023-12-13,0.0009,0.0014,0.0006,0.0014,1570312,10006140
39,2023-12-14,0.0008,0.0019,0.0006,0.001,1343945,10006140
40,2023-12-15,0.0011,0.0019,0.0007,0.0012,2099711,10006140
41,2023-12-18,0.0015,0.0023,0.0008,0.0012,1093874,10006140
42,2023-12-19,0.0014,0.0015,0.0006,0.0007,1023174,10006140
43,2023-12-20,0.0004,0.002,0.0004,0.002,1866056,10006140
44,2023-12-21,0.0025,0.0025,0.0004,0.0004,9681577,10006140
45,2023-12-22,0.0006,0.0006,0.0002,0.0003,147314,10006140
46,2023-12-25,0.0001,0.0003,0.0001,0.0001,119426,10006140
47,2023-12-26,0.0001,0.0002,0.0001,0.0001,152875,10006140
48,2023-12-27,0.0001,0.0001,0.0001,0.0001,1485,10006140
