,日期,开盘,最高,最低,收盘,成交量,code
0,2023-05-15,0.2671,0.2671,0.2671,0.2671,74,90002187
1,2023-05-16,0.2763,0.2763,0.2751,0.2757,22,90002187
2,2023-05-18,0.2475,0.2475,0.2262,0.2262,21,90002187
3,2023-05-22,0.2262,0.2504,0.2262,0.2504,12,90002187
4,2023-05-23,0.2262,0.2262,0.222,0.222,16,90002187
5,2023-05-24,0.216,0.216,0.1954,0.1954,1017,90002187
6,2023-05-25,0.191,0.1992,0.1693,0.1823,4250,90002187
7,2023-05-26,0.1821,0.1821,0.155,0.1785,1114,90002187
8,2023-05-29,0.1769,0.1837,0.1379,0.1459,6457,90002187
9,2023-05-30,0.1447,0.152,0.12,0.1487,3739,90002187
10,2023-05-31,0.1447,0.1447,0.1174,0.1229,1757,90002187
11,2023-06-01,0.129,0.153,0.129,0.1359,2193,90002187
12,2023-06-02,0.1463,0.1814,0.1463,0.1789,1508,90002187
13,2023-06-05,0.1731,0.1731,0.158,0.1646,365,90002187
14,2023-06-06,0.1498,0.1658,0.1258,0.1277,3558,90002187
15,2023-06-07,0.1287,0.131,0.1046,0.1101,3396,90002187
16,2023-06-08,0.1088,0.1302,0.1046,0.1207,39265,90002187
17,2023-06-09,0.1182,0.1698,0.113,0.1283,64472,90002187
18,2023-06-12,0.1191,0.162,0.1191,0.1455,29750,90002187
19,2023-06-13,0.1496,0.1758,0.1496,0.1721,6729,90002187
20,2023-06-14,0.177,0.1969,0.1749,0.1749,3737,90002187
21,2023-06-15,0.1881,0.2467,0.1881,0.246,8414,90002187
22,2023-06-16,0.2598,0.2837,0.2548,0.2742,1241,90002187
23,2023-06-19,0.2722,0.275,0.252,0.2547,270,90002187
24,2023-06-20,0.2544,0.2769,0.2544,0.2666,480,90002187
25,2023-06-21,0.251,0.253,0.2129,0.2129,810,90002187
26,2023-06-26,0.2014,0.2016,0.1691,0.1803,14796,90002187
27,2023-06-27,0.1814,0.2091,0.1814,0.2036,2032,90002187
28,2023-06-28,0.2024,0.2024,0.2024,0.2024,1,90002187
