,日期,开盘,最高,最低,收盘,成交量,code
0,2018-03-01,0.2444,0.2839,0.242,0.272,2749826,10001247
1,2018-03-02,0.2591,0.2652,0.2403,0.2445,9286883,10001247
2,2018-03-02,0.2591,0.2652,0.2403,0.2445,9286883,10001247
3,2018-03-05,0.2406,0.2666,0.2236,0.2354,2646808,10001247
4,2018-03-06,0.2393,0.268,0.2156,0.268,2362249,10001247
5,2018-03-07,0.262,0.2915,0.2396,0.2478,2953934,10001247
6,2018-03-08,0.248,0.2709,0.2434,0.2686,868287,10001247
7,2018-03-09,0.2705,0.284,0.2601,0.2726,641992,10001247
8,2018-03-12,0.2843,0.2897,0.2712,0.278,343348,10001247
9,2018-03-13,0.2752,0.2883,0.244,0.244,1236571,10001247
10,2018-03-14,0.2388,0.2488,0.2333,0.238,937007,10001247
11,2018-03-15,0.2366,0.2637,0.2321,0.2637,1101137,10001247
12,2018-03-16,0.2622,0.2741,0.238,0.238,507332,10001247
13,2018-03-19,0.235,0.2622,0.227,0.2622,1260394,10001247
14,2018-03-20,0.2551,0.27,0.245,0.2657,1010500,10001247
15,2018-03-21,0.275,0.2906,0.2416,0.249,4150423,10001247
16,2018-03-22,0.2531,0.2663,0.2179,0.2241,4676498,10001247
17,2018-03-23,0.2076,0.2076,0.141,0.1505,34891522,10001247
18,2018-03-26,0.13,0.1579,0.113,0.1265,82590801,10001247
19,2018-03-27,0.1555,0.1593,0.1124,0.1234,39316892,10001247
20,2018-03-28,0.1165,0.1278,0.086,0.086,111545365,10001247
21,2018-03-29,0.0873,0.131,0.0723,0.1202,451883140,10001247
22,2018-03-30,0.1259,0.1268,0.109,0.1115,103569433,10001247
23,2018-04-02,0.109,0.1333,0.0931,0.0952,137268422,10001247
24,2018-04-03,0.082,0.1016,0.0808,0.0928,208877748,10001247
25,2018-04-04,0.0973,0.1116,0.0889,0.0908,134795735,10001247
26,2018-04-09,0.0906,0.11,0.0835,0.0988,163296992,10001247
27,2018-04-10,0.0998,0.145,0.0961,0.1444,141136472,10001247
28,2018-04-11,0.1455,0.159,0.133,0.1421,106063558,10001247
29,2018-04-12,0.1432,0.1449,0.1143,0.1168,73467596,10001247
30,2018-04-13,0.1237,0.133,0.0925,0.0958,78337422,10001247
31,2018-04-16,0.0927,0.0956,0.0509,0.0512,383312540,10001247
32,2018-04-17,0.055,0.065,0.03,0.0326,547007490,10001247
33,2018-04-18,0.05,0.0535,0.0298,0.037,736020822,10001247
34,2018-04-19,0.042,0.0593,0.0387,0.0473,724891821,10001247
35,2018-04-20,0.0426,0.0436,0.0178,0.0205,560051506,10001247
36,2018-04-23,0.018,0.0333,0.0177,0.0263,674957484,10001247
37,2018-04-24,0.028,0.0792,0.028,0.066,475253416,10001247
38,2018-04-25,0.058,0.0629,0.033,0.0453,69563753,10001247
