,日期,开盘,最高,最低,收盘,成交量,code
0,2023-01-31,0.304,0.304,0.1844,0.1866,1222,90001856
1,2023-02-02,0.1956,0.1956,0.1922,0.1922,10,90001856
2,2023-02-03,0.173,0.1784,0.173,0.1784,49,90001856
3,2023-02-06,0.1636,0.1636,0.1496,0.1498,147,90001856
4,2023-02-09,0.1419,0.1648,0.1419,0.1648,38,90001856
5,2023-02-10,0.1666,0.1666,0.156,0.156,153,90001856
6,2023-02-13,0.1597,0.1651,0.1564,0.1651,46,90001856
7,2023-02-14,0.1638,0.1677,0.1573,0.1677,773,90001856
8,2023-02-15,0.1662,0.1662,0.1524,0.1548,623,90001856
9,2023-02-16,0.1534,0.1534,0.1444,0.1444,50,90001856
10,2023-02-17,0.1446,0.1446,0.1203,0.1203,87,90001856
11,2023-02-20,0.1151,0.1558,0.1151,0.1558,284,90001856
12,2023-02-21,0.1576,0.161,0.1527,0.161,266,90001856
13,2023-02-22,0.153,0.1593,0.1422,0.1422,494,90001856
14,2023-02-23,0.1422,0.145,0.1376,0.1405,307,90001856
15,2023-02-24,0.1224,0.1292,0.1213,0.1263,993,90001856
16,2023-02-27,0.1199,0.1236,0.1186,0.1209,1547,90001856
17,2023-02-28,0.1209,0.1316,0.1209,0.1296,172,90001856
18,2023-03-01,0.1261,0.149,0.1261,0.1474,497,90001856
19,2023-03-02,0.1441,0.1442,0.1441,0.1442,4,90001856
20,2023-03-03,0.1483,0.1483,0.1398,0.1461,296,90001856
21,2023-03-06,0.1447,0.1447,0.1333,0.1341,688,90001856
22,2023-03-07,0.1304,0.1304,0.1147,0.1147,37,90001856
23,2023-03-08,0.1128,0.1128,0.1073,0.1084,465,90001856
24,2023-03-09,0.1078,0.1108,0.1014,0.1069,351,90001856
25,2023-03-10,0.101,0.106,0.091,0.091,799,90001856
26,2023-03-13,0.0871,0.1,0.0871,0.0996,20,90001856
27,2023-03-14,0.096,0.096,0.0895,0.0943,13,90001856
28,2023-03-15,0.0944,0.1036,0.0928,0.0928,38,90001856
29,2023-03-16,0.0853,0.0889,0.0794,0.0794,259,90001856
30,2023-03-17,0.0863,0.0992,0.083,0.083,498,90001856
31,2023-03-20,0.0905,0.0905,0.0798,0.0803,125,90001856
32,2023-03-21,0.0849,0.0909,0.0849,0.0909,21,90001856
33,2023-03-22,0.0907,0.0907,0.0897,0.0897,7,90001856
34,2023-03-23,0.0855,0.0978,0.0855,0.097,146,90001856
35,2023-03-24,0.1021,0.1021,0.0922,0.0986,1295,90001856
36,2023-03-27,0.0856,0.0889,0.0856,0.0889,135,90001856
37,2023-03-28,0.089,0.089,0.0881,0.0881,131,90001856
38,2023-03-29,0.0909,0.0911,0.0881,0.0898,216,90001856
39,2023-03-30,0.0988,0.0988,0.0975,0.0977,42,90001856
40,2023-03-31,0.0989,0.1004,0.0963,0.1004,688,90001856
41,2023-04-03,0.1054,0.1116,0.101,0.1116,110,90001856
42,2023-04-04,0.1106,0.1169,0.1076,0.1169,64,90001856
